"name","description","salary","publication_date","region_name","employer","main_skills","work_experience","work_schedule","id"
web-аналитик,"обязанности:  формирование системы регулярной отчетности по эффективности маркетинговых каналов, ключевым показателям воронки, конверсиям, различным сегментам анализ пользовательских путей, поиск слабых мест и рекомендации по улучшению формирование тз на внедрение аналитики, проверка исполнения настройка целей и фильтров в яндекс. метрике помощь в проектировании и проведении a/b тестов, анализ результатов работа с сырыми данными, написание sql-запросов для их выгрузки и обработки интеграция различных информационных систем, сбор данных из разных источников и построение сквозной аналитики автоматизация отчётности  требования:  опыт работы на аналогичной позиции от года образование: высшее (техническое, математическое) уверенный пользователь яндекс. метрики опыт работы с mindbox, как преимущество уверенный пользователь excel (сводные таблицы, диаграммы, сложные формулы, pq), знание python, sql умение работать с большим объёмом данных, знание основ статистики и мат. анализа, навыки визуализации данных  условия:  оформление по тк рф дмс график работы 5/2 удаленный формат работы ",130000,"2023-12-07 00:00:",санкт-петербург,рбк,веб-аналитика;аналитическое мышление;веб-аналитика;проведение маркетинговых исследований,"1-3",удаленная работа,496
аналитик (управление по категорийному менеджменту),"крупнейшая розничная сеть в россии, с более чем 20-летней историей! сейчас наш бизнес проходит масштабный процесс трансформации, направленной на улучшение всех показателей работы компании. задачи аналитика:  аналитика категорий, поиск причин и предпосылок снижения эффективности продаж и доходности, изменений товарного запаса; составление плана по восстановлению и росту эффективности продаж и оптимизации товарного запаса; выполнение оперативной аналитики по запросу руководства; составление технических заданий для получения выгрузок большого объема данных, с последующей аналитической обработкой информации; подготовка презентаций; коммуникация со смежными подразделениями для решения вопросов, связанных с аналитикой категорий;  ожидания от кандидатов:  высшее образование (математика, информатика, экономика); продвинутый пользователь excel (впр, сводные, макросы); навыки работы с sql; аналитической склад ума, внимательность; инициативность, ответственность.  мы предлагаем:  график работы с 9:00 до 18:00, 5/2 office 9сб, вс. - выходные);  дмс со стоматологией после прохождения испытательного срока;   скидки для сотрудников от primezone: более 6000 выгодных предложений по страхованию, туризму и многим другим направлениям;  трудоустройство по тк рф, конкурентоспособную, полностью &quot;белую&quot; заработную плату, а также гарантируем её своевременную выплату. мы вкладываем ресурсы в развитие, поэтому у нас организовано корпоративное обучение, и есть реальная возможность профессионального и карьерного роста в компании. карту лояльности магнит дисконт, которая дает широкие возможности получения скидок в компаниях партнеров по различным направлениям. ",85000,"2024-01-30 00:00:",краснодарский край,"магнит, розничная сеть",microsoft access;microsoft powerpoint;работа в crm-системах;разработка bi;научно-исследовательская работа;аналитическое мышление;коммуникативная грамотность;математический анализ;публичные выступления и проведение презентаций;информационная грамотность;информационная грамотность,"0",полный день,381
bi developer,"best online insurance company in the middle east 2022! qatar insurance company (qic group) — industry leader of the mena region (qatar, uae, oman, kuwait) since 1964. «a» rating by s&amp;p. why us? qic digital hub department at qatar insurance company is developing the best insurtech products for residents in the mena region. our team consists of over 120 talented employees, and we work remotely from 18 different countries. our flagship products, which have been awarded best digital insurance for several consecutive years, are: - qic.online insurance portal | get qic policy in 2 minutes- qd drive mobile app | the ultimate app for every driver in qatar our employees have been featured in forbes 30 under 30, teach at online universities, serve on program committees of major it conferences, and have previously worked at yandex, tinkoff, avito, lamoda and other leading tech companies. role of a bi developer we are seeking a talented and experienced bi developer to join our growing team. the ideal candidate will have a strong understanding of data analytics and a passion for using tableau and data visualisation tools to build dashboards, drive insights and recommendations. qualifications   2-4 years of of experience working as a bi developer or data analyst   solid understanding of data warehousing concepts, etl processes, and database management systems   a bachelor&#39;s degree in computer science, information systems, mathematics, statistics, economics, or a related field   preferred experience in insurance / fintech / telecom   technical skills   solid experience with data visualisation tools: tableau and google data studio   proficiency in sql for data extraction, manipulation, and analysis   knowledge of database systems, preferably oracle and mysql   familiarity with programming languages, preferably python for data manipulation and analysis   understanding of data modeling concepts and techniques   ability to write efficient and optimised sql queries   experience with version control systems like git   ability to work with large datasets and perform data cleaning and transformation.   knowledge of data querying and analysis using excel or similar tools   additional skills   knowledge of cloud platforms, preferably gcp for data storage and processing   experience with data governance and data quality frameworks   familiarity with agile development methodologies   continuous learning mindset to keep up with evolving bi and data analysis technologies and trends   knowledge of data visualisation best practices and storytelling techniques   what we offer   long-term contract with qic   payment in us dollars   full-time work schedule: 5 days per week, sunday to thursday   vacation policy: qatar holiday calendar, 28 days of vacation, and 10 sick-day-offs   performance reviews are conducted twice a year, with the possibility of a raise in march and september   in future, optional: potential of getting qatar id and relocation to doha, qatar   benefits &amp; perks   group and individual english language classes   reimbursement for conferences, training, and purchase of necessary tools   consultation on tax policies with a manager   running club and online yoga classes with a teacher   corporate discount in privilege program, including qatar airways  ",3000,"2024-02-12 00:00:",москва,qic,sql;tableau;знание английского языка,"1-3",полный день,327
аналитик данных / разработчик ms ssas / ms power bi,"опыт работы от 3 лет, полная занятость о нас:imma - сеть медицинских клиник для взрослых и детей в москве. работаем более 20 лет. применяем новейшие диагностические, лечебные и информационные технологии. используем data driven подход, который позволяет принимать обоснованные решения для управления бизнесом. сейчас ищем аналитика данных, который обеспечит дальнейшее развитие процесса сбора, хранение и анализа данных. на данный момент используем sql server, analysis services, reporting services, power bi. что вас ждёт:  создание отчетов в power bi / reporting services на базе текущего data warehouse. получение регулярной обратной связи от пользователей с последующей адаптацией отчетов. моделирование процессов и ad-hoc запросы для помощи бизнесу принимать решения и разумно распределять ресурсы. участие в развитии текущего хранилища данных, процессов обработки данных и выборе новых технологий.  обязанности:  разработка аналитических отчётов с использованием ssas tabular и ms power bi. глубокий анализ и уточнение требований внутренних заказчиков. обработка и структурирование данных из различных источников: медицинские информационные системы, 1с, различные внутренние сервисы.  требования:  профессиональное владение sql. опыт создания отчётов с применением ms power bi. знание dax будет большим преимуществом.  условия работы:  удаленный или гибридный формат работы. полный рабочий день, 5 дней в неделю. оформление согласно тк рф. льготное медицинское обслуживание для вас и членов вашей семьи. ежегодные премии за стаж работы в нашей компании.     ",160000,"2024-01-24 00:00:",москва,имма сеть медицинских клиник,"","3-6",удаленная работа,455
data engineer/data analyst,"наша компания в поиске senior data engineer.чем предстоит заниматься:-разработка хранилищ данных, витрин данных;-проектирование, разработка и поддержка etl-процессов;-разработка визуализации данных и отчетности;-контроль качества загружаемых данных;-интеграция новых источников;наши ожидания от кандидата:- высшее математическое или техническое образование (компьютерные науки, инженерия, статистика, математика или смежные области)- минимум 3 лет опыта работы в управлении данными, инжиниринге данных или анализе данных в сфере веб и/или мобильных продуктов- практические знания в областях хранения данных, моделирования, управления и визуализации данных, опыт работы со следующими инструментами airflow, dbt, clickhouse, superset, postgre- успешный опыт работы с извлечением и обработкой данных из разных источников для коммерческой ценности- опыт работы(настройка и интеграция) с трекерами типа google analytics, branch, appmetrica, adjust, appsflyer, binom (поп-ап реклама) и т.п.будет огромным плюсом:- опыт работы со skadnetwork ios и понимание принципов работы с агрегированными данными.- опыт настройки и ведения рекламных кампаний в источниках типа meta, google ads, tiktok и т.п.- опыт работы с tableau, google looker или подобных им.условия:-удаленный формат работы,5/2 с 10.00 до 19.00 по московскому времени;-возможность работать из любого города или из любой страны;-оформление по тк рф.",350000,"2024-01-29 00:00:",москва,excdev,apache airflow;sql,"3-6",удаленная работа,456
гис-аналитик,"обязанности:  создание нейросетевых моделей семантической сегментации объектов; анализ динамики и визуализация данных на основе космической съемки; разработка геоинформационных систем и прикладного программного обеспечения; распознавание объектов на спутниковых снимках с помощью нейросетей; проведение геопространственного анализа; создание аналитических картограмм.  требования:  профильное образование по картографии, геоинформатике, информатике, прикладной космонавтике и фотограмметрии; понимание рабочих процессов дистанционного зондирования земли и геопространственного анализа; знания qgis, arcgis, earth engine; python, sql, postgresql, javascript, big data, машинное обучение.  дополнительные требования и пожелания:  патриот; коммуникабельный; быстро обучаемый; обязательный профильный опыт работы от 3-х лет; опыт работы в компаниях, специализирующихся на геопространственных данных и дзз; английский язык a2 или выше.  условия:  работа на территории оэз «алабуга» (требуется переезд); работа в крупной и стабильной компании – в структуре самой большой оэз в европе; транспорт до работы из г. елабуга, г. набережные челны, г. менделеевск; график работы: 5/2, с 08:00 до 17:00; оплачиваемые отпуска и больничные. ",300000,"2023-12-25 00:00:",москва,"алабуга, оэз ппт","","0",полный день,128
"bi аналитик, удаленно","продуктовая it компания, развивающая крупнейший в россии ит проект для фарминдустрии, приглашает к себе в команду bi аналитика. компания более 10 лет успешно ведет разработки в сфере здравоохранения. среди постоянных клиентов - крупнейшие западные фарм компании. мы помогаем на основе анализа данных о врачах и провизорах быстро выводить на рынки (в т.ч. региональные) наиболее современные фармацевтические препараты, донося их до пациентов, часто лишенных доступа к передовым лекарствам. необходимые знания и навыки:  от 3-х лет опыта в bi аналитике.  опыт разработки аналитически дашбордов в powerbi (хорошее знание m и dax)   знание sql (в том числе оконные функции)   опыт работы с python (pandas, numpy)   опыт работы с finebi (будет плюсом, но не критично   став частью команды, вы будете решать следующие задачи:  разработка новых дашбордов в finebi и powerbi  — поддержание работы и внесение изменений в существующие дашборды  разработка etl процессов  мы предлагаем:   интересную работу в инновационной быстрорастущей компании с международными заказчиками;   сильную команду, с которой вы очень быстро вырастете профессионально;   оформление согласно тк рф (бессрочный трудовой договор, оплата больничных листов, отпуск 28 к.д.);   льготную ипотеку и отсрочку от призыва в армию;   классную корпоративную культуру: мы дружно отмечаем дни рождения всех сотрудников, вместе выезжаем на отдых по россии и за рубеж;   быстрый профессиональный рост в кросс-функциональной, энергичной команде;   график работы: удаленно или гибрид.   гибкий режим рабочего времени (легко совмещать с учебой в т.ч.).  ",180000,"2024-01-09 00:00:",москва,career solutions,javascript;api;javascript;microsoft power bi;python;api;api;статистическая обработка данных,"3-6",удаленная работа,36
аналитик dwh,"привет! мы — ооо «датаномика», решаем проблемы структурирования разнородных данных, которые сложно поддаются анализу, помогаем среднему и малому бизнесу, банкам, ритейлу использовать данные чеков для оценки конъюнктуры спроса и экономических показателей, помогаем банкам повысить качество сервиса финансового планирования и аналитики для клиентов. о проекте: в компании существует ресурсный пул, занимающийся практикой решений под тех.стек spark+hadoop для заказчика под ключ. существуют проекты вида:  переложить данные из нескольких источников в структуру и сделать это оптимально. реализовать алгоритмы матчинга между двумя и более сущностями (чеки, депозиты, пластик, клиенты и т.д.) с применением знаний теории вероятностей и мат. статистики. заменить существующее неоптимальное решение по построению витрины данных, исправив ряд явных проблем производительности.  в практике существует 8 экспертов со знаниями spark framework и подходов к решению задач и оптимизации, которые могут выполнять роль архитектора проекта, куратора и источника экспертизы для передачи знаний и роста. ресурсный пул 15+ человек. 5+ открытых вакансий по практике hadoop только сейчас. мы развиваемся и растем. обязанности: проекты представляют из себя как правило существующую ит услугу в ас со своим pipeline разработки и деплоя на стенды (dev, uat, пси, пром). со стороны заказчика существуют свои зафиксированные контрагенты от представителей бизнеса, сопровождения и безопасности, с которыми происходит взаимодействие на этапе проработки архитектуры, согласования фичи, демонстрации приемо-сдаточных испытаний и доставки продукта до пром. аналитик у нас совмещает системные и бизнесовые функции. основные задачи аналитика:  разработка и согласование фичи анализ источников и выявление проблем данных проработка прототипов кода проверка реализации требований фичи на стендах uat доставка результата до стенда пси, организация и проведение показа взаимодействие с техническими и бизнесовыми специалистами со стороны заказчика – сбор требований, доставка результата до стендов.  ожидаем высокий уровень самостоятельности и ответственности по результатам похождения испытательного срока. ключевой критерий прохождения ис – фича проведена от разработки до пром по процессу заказчика. будет плюсом: знание python (numpy, pandas) для старта, так как прототипы пишутся на pyspark или уверенные знания sql. работа с hive или spark (java/scala/python), запросы в hive. мы предлагаем:  работа в ит-аккредитованной компании; очный/гибридный формат работы; гибкий график работы; официальная «белая» зарплата; оформление с первого рабочего дня, полное соблюдение тк рф; интересные, амбициозные задачи с достижимым результатом; достаточную свободу действий, инструментарий и необходимые ресурсы; регулярное обучение и профильные конференции, современное оборудование для работы; бонусы по результатам года. ",330000,"2024-02-15 00:00:",москва,datanomica,dwh;etl;hadoop;sql;анализ данных;управление базами данных;информационная грамотность;системный анализ,"3-6",полный день,37
руководитель направления/аналитик по развитию онлайн-сценариев,"outlines tech – это аккредитованная it-компания. мы разрабатываем по и проекты для корпораций, а также подбираем сотрудников высокого класса. среди клиентов – банки из топ-5 россии, ритейл, строительные и логистические компании. официально трудоустраиваем в штат it-специалистов для работы на долгосрочных проектах. сейчас мы в поиске одной из части нашей команды - руководитель направления/аналитик по развитию онлайн-сценариев   почему мы: 1) outlines tech — аккредитованная it-компания. это значит, что мы подлежим всем вытекающим льготам. 2) люди на первом месте не на словах, а на деле: отдел заботы курирует команду 24/7. 3) помимо «белого» трудоустройства: ежегодная индексация зарплаты, 28 дней отпуска и 5 relax days (бесплатные отгулы). а ещё предоставляем медстраховку со стоматологией, технику, оплачиваем обучение и подписки. 4) входим в рейтинг лучших работодателей россии по версии forbes и рбк. 5) вкладываемся в образование: помогаем выступить на конференциях, написать статью в технический блог, выучить английский, вырасти в профессии и сменить стек. 6) техническая команда состоит из прокаченных специалистов, многие из которых известны в мире it. мы обязательно поможем вам развиться внутренними митингами, а если вы круче — поможете нам. 7) у нас драйвовая и заботливая корпоративная культура. переходите в наш telegram-канал и убедитесь в этом: @outlines_tech кстати, там коллеги публикуют лайфхаки по развитию в it с заботой о себе. ваша зона ответственности:  экспертное участие в развитии crm-контура банка; проектирование и внедрение online сценариев для малого бизнеса в контуре crm; интеграция со смежными системами: ocrm, каналы коммуникаций, потоковые источники данных; управление бэклогом задач, приоритизация; выстраивание эффективных взаимоотношений с вендорами, консалтингом.  необходимые навыки:  высшее техническое образование; опыт написание sql запросов средней сложности; опыт внедрения систем с многокомпонентной архитектурой; навыки проектирования модели данных; опыт работы в качестве рп, по, тимлида (аналитики), техлида; опыт работы в качестве аналитика, тестировщика, разработчика приветствуется; знакомство с продуктами sas ma/sas rtdm или их аналогами будет плюсом; опыт участия в проектах по внедрению и развитию crm систем в банке приветствуется. ",280000,"2024-02-21 00:00:",санкт-петербург,outlines technologies,sas;sas;sql;анализ данных;коммуникативная грамотность,"3-6",удаленная работа,100
аналитик sql(postrgesql),"rapporto – один из крупнейших интеграторов на рынке телекоммуникаций. работаем более 15 лет. мы it-компания, которая обслуживает b2b-рынок в телекоме. наши качественные интеграции и собственная it-платформа, работающая напрямую со всеми операторами связи, позволяет сотням компаний ежедневно общаться со своими клиентами через различные каналы коммуникаций: sms-сообщения, push-уведомления, мессенджеры, ivr и другие. в связи с расширением отдела аналитики и статистики мы ищем аналитика - sql. что нужно будет делать:  составлять и оптимизировать sql-запросы, выгрузка данных из различных бд компании; автоматизировать регулярные выгрузки и отчеты; подготавливать дашборды для визуализации ключевых показателей; изучать базы данных компании, структуру данных и аналитику хранимых данных.  что для этого нужно:  уверенное знание sql (преимущественно ms sql, postrgesql); умение оптимально написать и оптимизировать сложные запросы; понимать архитектуру бд; опыт анализа данных и построения отчетности; опыт работы с высоконагруженными системами; опыт работы в аналогичной должности от 3 лет.   мы предлагаем:  прозрачную и полностью “белую” систему оплаты: 150 000 рублей и выше (готовы обсуждать на собеседовании); официальное трудоустройство по тк рф уже с первого дня; дмс для наших сотрудников; график работы: 5/2, гибридный формат работы; возможность карьерного и личного роста; наставничество со стороны руководства; “здоровую” атмосферу в коллективе, корпоративы, тренинги. молодой, открытый к общению коллектив (средний возраст сотрудников 30-35 лет). ",150000,"2023-12-22 00:00:",москва,раппорто,управление данными;clickhouse;microsoft excel;microsoft sql server;postgresql;sql,"3-6",полный день,2
dwh - аналитик,"открылась потрясающая вакансия dwh-аналитика. сфера деятельности - автоматизация управления и обработки информации в дорожной и транспортной сферах. компания на рынке более 15 лет аккредитована министерством цифрового развития, связи и массовых коммуникаций рф.  ключевые задачи:  - системный анализ источников данных  системный анализ бизнес – процессов постановка тз разработчикам на основе требований бизнес-пользователя участие в формировании модели данных участие в проектах по развитию dwh    наши ожидания от кандидата включают:  профильное образование в области it опыт работы на проектах по внедрению / развитию хранилищ данных от 2-х лет в роли аналитика, разработчика, архитектора; опыт работы с bi-инструментами (oracle bi в приоритете); понимание архитектуры dwh, его слоев и компонент; опыт создания архитектуры etl/elt потоков данных; знание sql и базовых принципов бизнес-анализа; умение работать с большими объемами данных и оптимизировать запросы.    что мы предлагаем:  возможность развития в команде профессионалов. атмосферу взаимопомощи и поддержки - опытного наставника, который поможет адаптироваться к рабочему процессу в нашей команде вертикальный и горизонтальный карьерный рост пятидневную рабочую неделю с 09:00 до 18:00 (возможность частично работать в удаленном формате, гибкое начало рабочего дня) место работы: чкалова, рядом с парком 50-летия влксм   ",200000,"2023-12-14 00:00:",свердловская область,ru hunters,dwh;sql,"1-3",полный день,30
аналитик power bi (junior/стажёр),"мы - компания, которая специализируется на разработке fintech продуктов, таких как: транзакционные системы, crm, блокчейн-сети, платежные модули и мобильные приложения, а также активно развиваемся в сфере it безопасности.в связи с расширением, ищем в команду аналитика power bi (junior/стажёр). чем предстоит заниматься:   разработка аналитических отчетов и дашбордов в системе визуализации отчётности pbi;   анализ и проверка качества данных;   сбор и обработка данных из бд.   что мы ждем от кандидата:  желание развиваться в аналитике и в it; будет плюсом, если у тебя есть опыт работы в аналитике, есть знание sql/pbi или других систем визуализации данных; будет плюсом наличие технического образования; системность, ответственность и умение работать в режиме многозадачности.  что мы предлагаем:  москва, full-time 5/2; уютный офис в москва-сити, бесплатный тренажерный зал на этаже, кофе/чай и другие плюшки; заработная оплата до 80 000 после вычета налогов: возможность профессионального и карьерного роста; работу в молодом и дружном коллективе с возможностью быстрой коммуникации внутри компании.мы ждем твоего отклика! ",80000,"2024-01-23 00:00:",москва,дэстэн партнерс,разработка bi;microsoft power bi;microsoft sql server;microsoft power bi;microsoft power bi;python;sql;tableau;анализ данных;аналитическое мышление;управление базами данных;обучаемость и адаптивность;управление базами данных;информационная грамотность,"0",полный день,19
аналитик данных,"мы ищем человека, который хочет развиваться и умеет эффективно работать в коллективе. опыт работы с анализом данных и автоматизацией бизнес-процессов обязателен (не учебный)если ты готов присоединиться к нашей команде и работать на результат, мы ждем твое резюме! чем предстоит заниматься: сбор и подготовка информации к анализу из разных систем (crm, отчеты от партнеров). основная работа ведется в google sheets - анализ данных, выявление проблемных зон - выявление причин, отклонений, закономерностей в полученных данных. предоставление руководителю ос и рекомендаций по устранению проблемных зон - взаимодействие с бизнесом и понимание бизнеса - визуализация данных - автоматизация бизнес-процессов в компании - выстраивание с нуля работы с бд   мы ищем кандидата, который: - владеет google sheets на высоком уровне (умение строить расчеты с применением сложных формул, скриптов, макросов, сводных таблиц) - умеет обрабатывать большой массив данных - понимаете как выстроить работу с бд и можете применить эти знания - внимателен к деталям и умеет работать в режиме многозадачности в большом объеме информации; - искренне любит порядок в данных; - умеет анализировать, структурировать информацию и выделять главное; - ответственно относится к срокам и отчётности - умеет самостоятельно исследовать и находить решение задач условия: - работа в офисе обязательно (бц обухов) - молодая и амбициозная команда - рост заработной платы по мере роста компетенций - данная вакансия предполагает работу с данными, настраивание отчетности, автоматизацию ее обработки и проведение анализа - оклад + бонусы",130000,"2024-01-27 00:00:",санкт-петербург,феникс,"","1-3",полный день,43
аналитик секретного электронного документооборота,"обязанности:  анализ существующих открытых решений, анализ технологических процессов/задач в системах электронного документооборотаю. определение перечня процессов, подлежащих автоматизации в системе. формализация требований потенциальных заказчиков. описание и моделирование-бизнес процессов в программном обеспечении; участие в формировании тех. заданий. постановка задач разработчикам. прием задач от разработчиков. консультирование тестировщиков, участие в формировании тест-кейсов. участие в тестировании функциональности продукта. ведение протоколов.  требования:   высшее образование.   опыт работы в проектах внедрения сэд/bpm/срм от 3-х лет.   опыт работы при составлении организационно-распорядительных и иных документов по тематике сэд.   знание и владение типовыми бизнес-процессами ведения делопроизводства в организации.   желательные:  опыт работы с продуктом в части описания функциональных требований и постановки задач разработчикам. знание процессов документооборота в конфиденциальном делопроизводстве не обязательно, но будет большим плюсом. знание графических нотаций bpmn 2.0, idef0, idef1, idef3.  условия:  аккредитованная it компания с соответствующими льготами для сотрудников. зп по итогам собеседования (оклад и ежемесячные премии), выплачивается без задержек. доплата за стаж работы в компании. 30% надбавка к отпуску после года работы. 100% оплата больничных листов независимо от стажа работы. добровольное медицинское страхование. возможности профессионального роста и развития. есть свой учебный центр. в начале работы изучение нового продукта и зачет в соответствии с руководством пользователя. участие в профессиональных и отраслевых мероприятиях. премии к рождению детей и юбилярам. подарки сотрудникам и их детям на новый год. корпоративные развлекательные и выездные мероприятия. рабочий день - 9-18 часов, пятница 9-17 часов. оформление по тк рф. ",150000,"2024-01-15 00:00:",москва,маском,"","3-6",полный день,22
