"name","description","salary","publication_date","region_name","employer","main_skills","work_experience","work_schedule","id"
консультант sap bpc к3/к4,"аккредитованная ит компания ооо «сап код» в поисках консультанта sap bpc обязанности: ​​​​​​​- работа на коммерческом проекте, поддержка 2-3я линия- реализация bw, bpc доработок- устранение инцидентов в рамках сопровождения и тиражирования системы- обучение пользователей- проектирование структуры хранилища данных требования: ​​​​​​​- опыт работы и уверенные знания функциональности и типовых настроек sap bpс/bw- знания принципов проектирования системы бюджетирования на базе систем sap- знание языка fох (обязательное требование)- опыт интеграции со смежными системами- опыт работы с веб-сервисами- знание языка программирования visual basic for application (vba)- опыт с системами bi не менее 3 лет- наличие сертификата sap- опыт с sap bpc embedded будет дополнительным плюсом- опыт разработки сложной отчетности форм ввода sap analysis будет дополнительным плюсом условия: ​​​​​​​​​​​​​​- договор: ипгпхсамозанятыйштат;- локация: удаленно/в офисе заказчика. период привлечения: год+",300000,"2024-01-17 00:00:",москва,сап код,разработка bi;финансовый анализ;sap;sap;финансовый анализ;sap;sap,"3-6",удаленная работа,100
sql аналитик/разработчик,"мы команда управленческой отчетности компании вкусвилл. то есть анализируем компанию в целом и строим верхнеуровневые отчеты «обо всем». нам в команду требуются аналитики с глубоким знанием sql. тебе предстоит:   выгружать и оформлять данные в отчеты   работать с исходными данными   заниматься автоматизацией выгрузок   анализировать чужие запросы   оптимизировать запросы   работать над выверкой данных   взаимодействовать с заказчиками   требования:   продвинутый sql (функции, процедуры, большие запросы), желательно mssql   продвинутый excel   опыт работы от 1 года в аналитике   будет плюсом:   опыт работы с airflow (написание дагов)   опыт работы с git   опыт с bi инструментами   знание рсбу / мсфо отчетности   опыт работы с 1с   условия:   работа в постоянно растущей и развивающейся компании;   интересные и масштабные задачи и возможности для их эффективной реализации;   самостоятельность в принятии решений;   удаленный формат работы;   гибкий график;   программа «здоровый сотрудник»: частичная компенсация медицинских услуг, дмс и абонемента в фитнес-клуб;   кешбэк 15% бонусами на покупки во вкусвилл;   возможности обучения по самым разным направлениям (тренинги, книжные клубы, открытые семинары), корпоративные психологи;   привилегии от партнеров;   уровень заработной платы обсуждается индивидуально на интервью.  ",150000,"2024-02-12 00:00:",москва,вкусвилл,"1с: предприятие;microsoft excel;git;microsoft sql server;python;sql;ведение финансовой отчетности;знание локальных нормативных актов в сфере бухгалтерского учета","1-3",полный день,106
младший аналитик данных,"обязанности:  участие в сборе и обработке данных маркетплейсов wildberries и ozon; анализ полученных данных и создание аналитических отчетов; сбор, сведение данных продаж селлеров, включая финансовую отчетность; анализ карточек товара, позиций в выдаче, ценообразования, объемов продаж различных товаров; участие в проектах с заказчиками, сбор требований.  требования:  опыт подготовки и презентации аналитических материалов; опыт работы с массивами данных, подготовки отчетности и анализа данных; продвинутый уровень владения excel; знание ms sql, python - преимущество; личные качества: системность, аналитический склад ума, работа на результат, инициативность, ответственность. готовность постоянно учиться;  высшее/незаконченное (обучение) экономическое, математическое, преимущество: статистика.   условия:  работу в стабильной компании, занимающей лидирующие позиции на it- рынке (аккредитованная it - компания); работу с интересными, сложными задачами в сфера автоматизации бизнеса заказчиков, возможность карьерного роста; систему обучения и сертификации за счет компании; оформление в соответствии с тк рф; удаленную работу и гибкое начало рабочего дня; фиксированный оклад и прозрачный kpi; льготную систему дмс; клубы изучения языков, скидки в барбершопы, салоны красоты, кафе, фитнес клубы, недвижимость и многие другие. ",50000,"2024-03-07 00:00:",москва,первый бит,"","1-3",удаленная работа,149
специалист по аналитическим системам/разработчик bi,"обязанности:  визуализация данных, разработка отчётов, дэшбордов, графиков в системе бизнес-аналитики oracle bi. доработка модели данных; загрузка данных из различных источников и их дальнейшая трансформация (etl-процессы); полный цикл взаимодействия с заказчиками отчётности. от сбора требований и помощи в составлении технического задания, до завершения работ и получения обратной связи; написание подробной документации по созданной отчётности;поддержка и доработка корпоративного хранилища данных, контроль качества данных в хранилище; анализ производительности и оптимизация запросов к базам данных; участие в проектировании нового корпоративного хранилища данных.  требования:  высшее образование в области it; опыт в предполагаемой должности от 2 х лет; знание субд microsoft sql server 2012 – 2019; опыт построения и оптимизации запросов sql / t-sql. опыт создания хранимых процедур, функций, триггеров и построения индексов; понимание основ построения хранилищ данных; опыт работы с системами бизнес-аналитики (oracle business intelligence, ms power bi или аналогичными); опыт использования etl-инструментов (pentaho data integration, sql server integration services); способность к обработке и систематизации больших объемов информации.  дополнительные требования (будет плюсом):  участие в разработке корпоративных хранилищ данных; опыт работа с olap-кубами.  условия:  месторасположение офиса: м. полежаевская / мцк ст. хорошево (5-10 минут пешком); график работы 5/2, возможен гибридный график работы, удалённый; соблюдение тк рф; официальная заработная плата; скидки 35 % на услуги компании для работников и членов семьи; возможность профессионального роста и развития. ",200000,"2024-02-22 00:00:",москва,"ситилаб, научно-методический центр клинической лабораторной диагностики",etl;microsoft sql server;oracle database;microsoft power bi;sql;аналитическое мышление;управление базами данных,"3-6",полный день,129
data analyst (crm),"наш клиент - финансовый и страховой маркетплейс. в связи с активным ростом, в команду ищем data analyst в команду crm обязанности:   поддержка и развитие аналитики и отчетности для сrm-процессов;   формирование клиентских гипотез, сегментов;   построене новых процессов, направленные на повышение качества клиентских метрик;   взаимодействие с продуктовыми аналитиками и финансовыми менеджерами.   требования:  опыт на аналогичной роли более 3 лет; отличное знание sql; знание python-библиотек для анализа данных; опыт с срм (ltv, retention, x-sell), клиентскими метриками и путями;  стек: sql, python, apache superset условия:  официальное трудоустройство по тк рф; офис/ гибрид/ удаленный формат; дмс со стоматологией, страхование жизни;  конкурентная заработная плата, обсуждается после успешного прохождения собеседований  ",250000,"2024-01-30 00:00:",москва,assistance group,apache superset;microsoft power bi;python;sql;управление базами данных,"3-6",полный день,139
аналитик данных,"обязанности:  аналитика по задачам bi от внутренних заказчиков; разработка хранилища данных на всех уровнях, включая табулярныемодели / формулирование тз для разработчиков crm; реализация и поддержка отчетов, кубов olap, дашбордов power bi.  требования:  знание и практический опыт работы с технологиями ms sql, powerbi, сервисами ssas, ssis; владение одной или несколькими low-cod платформами дляпостроения баз данных аналитические навыки, понимание основ статистики; хорошее знание языка разработки python, ruby или r ; практический опыт реализации систем отчетности на базе сводныхтаблиц, кубов olap, дашбордов и отчетов power bi; опыт использования систем управления задачами разработки (jira,conf).  будет преимуществом:  знакомство с биомедицинской тематикой, профильное образование предпочтение выпускникам сильных технических вузов: мфти, вмк, фбб, мгту им. баумана  условия:  оформление строго в соответствии с тк рф; график работы - офис 5/2, 9.00-18.00; комфортабельный офис в шаговой доступности от м. павелецкая; после прохождения испытательного срока - дмс (альфа-страхование); скидки на продукцию компании и компаний партнеров; работа в современной фармацевтической компании, хороший коллектив и комфортная рабочая среда. ",200000,"2024-01-15 00:00:",москва,peptidpro,"","1-3",полный день,352
специалист по работе с большими данными (аналитик) центра опережающей профессиональной подготовки,"обязанности: - выявляет, формирует и согласовывает требования к результатам аналитических работ; - проводит аналитические исследования в соответствии с согласованными требованиями; - анализирует потребности в исследовании больших данных заинтересованных лиц и/или подразделений организации; - разрабатывает и согласовывает техническое задание на создание методической и технологической инфраструктуры больших данных; - разрабатывает и согласовывает технический проект методической и технологической инфраструктуры больших данных; - разрабатывает, согласовывает и управляет реализацией рабочего проекта методической и технологической инфраструктуры больших данных; - управляет получением, хранением, передачей, обработкой больших данных. требования:   высшее профессиональное образование в области методов и инструментальных средств анализа больших данных, опыт работы в области анализа данных, бизнес-анализа, современных цифровых технологий: с инструментами тест- менеджмента; с языками программирования python, java, c++, sql и др.; опыт анализа и систематизации информации с помощью ит; опыт создания и сегментации клиентской базы (кластеризация, классификация, моделирование) и стаж работы не менее 3 лет.   условия:   пятидневная рабочая неделя: с понедельника по четверг с 08.00 до 17.00 пятница с 08.00 до 16.00 обед с 12.00 до 12.48   социальные гарантии и льготы, предусмотренные коллективным договором   иногородним возможно предоставление отдельной комнаты в общежитии  ",35000,"2024-01-31 00:00:",нижегородская область,гбпоу кнт им. б. и. корнилова,анализ данных;знание базовых принципов разработки;управление базами данных,"1-3",полный день,168
аналитик данных,"компания более 30 лет на рынке. один из ведущих организаторов бизнес-конференций, выставок, форумов и саммитов в таких сферах, как фармацевтика, энергетика, автомобильная промышленность, сельскохозяйственная деятельность, розничная торговля и финансы. главная цель - актуализация существующих данных, поддержка качества данных, пополнение базы данных.   обязанности: - массовое пополнение базы данных компаниями и контактами из внешних источников (поиск источников, выгрузка из источников, загрузка в нашу систему). - написание парсеров, написание/тестирование методов/алгоритмов обработки данных. - организация и контроль работы ресечеров-фрилансеров над пополнением данных. - базовый контроль качества данных (ручной поиск очевидных дублей, верификация, документация правил дедубликации). - базовое проставление основных атрибутов (отрасли, должности, сайты, география и т.п.)   требования: - excel продвинутый обязательно (сводные таблицы, впр, удаление лишних пробелов, замена значений, работа с формулами, удаление дублей). - навыки sql, python – обязательно. - английский – в2. - самостоятельность, трудолюбие, ответственность, структурное мышление   условия: - работа в инновационной компании с 30-летним опытом организации b2b-мероприятий. оформление по тк рф с первого рабочего дня. - график работы: 5/2 с 9.00 до 18.00 (удаленный/гибридный формат работы). - полностью белая заработная плата: оклад 80-95.000 на руки + kpi. - возможность расширения кругозора, доступ к новым контактам на различных рынках и в госсекторе. - возможность обучения внутри компании и карьерный рост.",95000,"2024-01-29 00:00:",москва,id:hr,python;sql;анализ данных;знание английского языка;управление базами данных;информационная грамотность;информационная грамотность;статистическая обработка данных,"1-3",полный день,172
аналитик данных,"один из ключевых партнёров центра занятости населения «моя работа» рад принять в свою команду аналитика данных обязанности:   создание/ведение отчетов   создание аналитических дaшбoрдов / информационных панелей для планирования деятельности учреждения   автоматизация рутинных и однообразных действий в процессе подготовки отчетов внедрения инструментов вi   подключение вi инструментов к различным источникам данных (еrр системам)   проведение обучения сотрудников компаний по использованию приложений мs ехсеl, мs роwеr вi   выгрузки данных из ис   требования:   умение обрабатывать большой объем информации в excel    опыт работы с информационными системами баз данных, знание sql, а также инструментами визуализации данных   высшее техническое/экономическое образование   условия:  оформление по тк рф график работы 5/2 с 09:00 до 18:00 возможность обучаться и повышать свои профессиональные навыки работа с социально значимыми проектами    уважаемый соискатель! если ваш опыт работы и квалификация соответствуют требованиям к вакансии, мы с вами свяжемся. отсутствие ответа более 10 дней означает, что, к сожалению, на данный момент мы не готовы сделать вам предложение о работе. при этом ваше резюме будет сохранено в нашей базе кандидатов, и в случае появления вакансий, соответствующих вашему опыту и квалификации, мы свяжемся с вами.",100000,"2024-02-27 00:00:",москва,гку города москвы центр занятости населения города москвы,microsoft excel;microsoft power bi;анализ данных,"1-3",полный день,206
bi developer,"moneycat занимается разработкой собственных уникальных fintech продуктов с 2018 года. мы активно расширяемся, и наш продукт выходит на новые рынки. сейчас мы в поиске опытного bi разработчика, чтобы с командой развивать финансовый сервис в азии и испаноговорящих странах. задачи:  разработка аналитических отчетов в ms power bi и python (pandas). поддержка и развитие аналитических метрик. сбор и анализ требований заказчиков. подготовка витрин данных. сбор и консолидация данных с применением etl-процессов. формирование sql-запросов по извлечению и преобразованию данных из разнородных источников.  требования:  опыт построения отчетов на power bi. опыт написания формул на языке dax. знания python и библиотек pandas и numpy. уверенное знание sql, опыт написания и оптимизации sql запросов – от 3-х лет. опыт работы с одной из субд ms sql server, postgres, oracle, mysql – от 3-х лет. опыт администрирования ms sql server или postgres, понимание механизмов работы субд. опыт построения etl-процессов. понимание принципов построения хранилища данных.  будет плюсом:  опыт работы с grafana. опыт разработки olap-кубов.  мы предлагаем:  стабильный оклад + ежемесячная премия (с каждым кандидатом обсуждаем индивидуально). возможность работать удаленно из любой точки мира, также есть офисы в маниле (филиппины), хошимине (вьетнам), гургаоне (индия), москве и в ростове-на-дону. гибкий график работы. интересные и сложные задачи. дружный коллектив профессионалов. оплата как в рублях, так и в валюте. перспективы развития (менторство, билеты на конференции, митапы и хакатоны). зеленый свет для новых идей и предложений: мы всегда рады новым инициативам и экспериментам. быстрый процесс подбора без многоэтапных собеседований. ",200000,"2024-01-15 00:00:",москва,moneycat,разработка bi;etl;microsoft sql server;python;python;python;sql,"3-6",удаленная работа,175
аналитик e-com,"компания занимается созданием и развитием брендов в e-commerce. с 2019 года продает товары собственных брендов разных на крупнейших российских маркетплейсах: wildberries, ozon, яндекс-маркет, детский мир, амазон др). приглашает на работу аналитика с опытом работы на маркетплейсах. условия работы:   оформление по тк рф; з/п оклад и kpi от 100 000р. обсуждаем подробнее на собеседовании; график 5/2, 8-00, 9-00, 10-00 начало рабочего дня (как удобнее); адрес бц манхеттен, м. площадь 1905 г.  задачи:   аналитика ключевых показателей бизнеса, эффективности использования маркетинговых инструментов; аналитика финансовой эффективности в разрезе брендов/sku; планирование и прогнозирование продаж товара; расчет unit economics в разрезе sku; автоматизация процессов формирования рабочих форм (расчет производственного заказа, расчет поставки продукции на мп для обеспечения оптимального кол-ва остатков).  требования:  профильное образование, курсы по маркетингу, мп; владение инструментами и технологиями bi;  умение визуализировать данные с использованием различных графических инструментов;   знание bi-метрик;     базовое понимание статистики  ",100000,"2024-02-26 00:00:",свердловская область,точные решения,разработка bi;анализ рынка;проведение маркетинговых исследований;работа с маркетплейсами,"1-3",полный день,177
аналитик данных в отдел планирования и прогнозирования (data analyst / data scientist),"обязанности:  прогнозирование спроса, построение предиктивных, оптимизационных моделей, алгоритмы на python, статистический анализ ведение и оптимизация отчетности, расчет мотиваций выполнение adhoc запросов (анализ эффективности, оценка факторов влияния на спрос и тд) оптимизация и построение etl процессов  требования:  высшее образование (техническое; экономическое; математическое) знание экономико-математических методов прогнозирования и анализа данных опыт работы с python, sql знание excel на уровне эксперта, dax – как плюс гибкость в решении задач и поиск вариантов решений под подставленные задачи фундаментальные знания в области математики, теории вероятности, мат. статистики знание английского языка на уровне чтения технической литературы  навыки: python, sql (oracle), git, ms excel (+dax), etl условия:   работа в крупной стабильной и развивающейся компании   комфортабельный офис класс &quot;а&quot; в бц «меркурий сити тауэр», москва сити  официальное трудоустройство и «белая» зарплата график работы: 5/2, с 09:00 - 18:00 или с 10:00 - 19:00 , сб., вс. выходной. возможен удаленный/ гибридный формат работы  полный социальный пакет (оплачиваемые отпуска и больничные) предоставим все необходимые инструменты для работы подарки на нг всем детям сотрудников компании ",218400,"2024-02-28 00:00:",москва,"бристоль, сеть магазинов","","3-6",полный день,205
nlp data scientist,"фгану цитис — аккредитованная it-компания, которая занимается научными исследованиями и разработками в области технических наук. на данный момент ищем кандидата на вакансию nlp data scientist для усиления команды. ✅стек : python, docker, sql, nlp ✅офис. обязанности:  построение, обучение и валидация моделей машинного обучения (в большинстве - nlp моделей); работа с большим объемом текстовых данных сопровождение разработанных проектов.  требования:  уверенное знание python и базовых библиотек. знание математического анализа, линейной алгебры, теории вероятности и математической статистики; знание принципов и методов построения nlp моделей уверенное знание библиотек для анализа данных и алгоритмов машинного обучения (pandas, numpy, matplotlib, sklearn) знание и использование фреймворков глубокого обучения (pytorch/tensorflow); знание и опыт работы с операционной системой и командной строкой unix/linux на уровне пользователя; базовые знания по работе с системой контроля версий git; знания и опыт работы с docker; знание sql на базовом уровне. ",120000,"2024-02-05 00:00:",москва,фгану центр информационных технологий и систем органов исполнительной власти,"","1-3",полный день,180
seo-специалист,"  мы - одна из ведущих веб-студий новосибирска! наша главная специализация: создание и продвижение сайтов. мы активно развиваемся и связи с этим у нас открыта позиция seo-специалиста   требования:  умение собирать и кластеризовать ся понимание как и на основе чего составляются мета-теги представление как работают поисковые роботы  примерное представление о структуре сайта   умение работать с cms bitrix, wordpress   теоретические знания о том, что такое поведенческие факторы, коммерческие факторы и как их улучшать   знание что такое перелинковка и микроразметка schema.org   умение гуглить самые простые вопросы     обязанности:  проведение технического аудита и исправление ошибок оптимизация сайтов клиентов под поисковые системы; продвижение сайта по ключевым запросам в поисковых системах; разработка рекомендаций по технической оптимизации, улучшению контента и структуры сайта постановка задач для копирайтера, контент-менеджера, отдела разработки; организация и формирование стратегии seo-проектирования сайта; мониторинг изменения алгоритмов ранжирования в поисковой системах yandex и google; предоставление ежемесячной отчетности по проведенным работам и позициям сайтов в поисковых системах;    условия:  работа в комфортном офисе в центре города, ул. депутатская, м. «площадь ленина»; полный рабочий день, 5/2, с 9:00 до 18:00; оформление по тк рф; заработная плата по результатам собеседования, в зависимости от вашего опыта и знаний; молодой и дружный коллектив; возможности для самореализации;    важно!!! мы ищем сотрудника в офис, так как предполагается работа в команде  ",50000,"2024-01-12 00:00:",новосибирская область,kontur - digital-агентство,поисковая оптимизация сайтов (seo);поисковая оптимизация сайтов (seo);научно-исследовательская работа;аналитическое мышление;поисковая оптимизация сайтов (seo);яндекс.метрика,"0",полный день,182
bi-аналитик/бизнес-аналитик/аналитик данных,"привет, уважаемые соискатели! меня зовут алексей, я владелец компании &quot;godrone&quot;. наша компания динамично растет и я ищу к себе в команду &quot;bi-аналитика&quot;. кто мы? мы выросли за последний год в 4,5 раза и мы не намерены останавливаться на достигнутом и в этом году перед нами стоят максимально амбициозные планы. наши сотрудники — это профессионалы, дружные и неунывающие, которые ненавидят посредственность и халтуру. мы ценим и отмечаем труд каждого сотрудника, готовы компенсировать профессиональное обучение и вкладываться в своих сотрудников, так как нам важен профессиональный рост каждого из них. мы обещаем:  официальное трудоустройство по тк рф; стабильную выплату заработной платы (финальный оффер обсуждается с кандидатом на интервью);  офисный формат работы 5/2, с гибким началом рабочего дня, в будущем возможен частичный гибрид;   регулярные неформальные встречи вместе: кафе, спорт, зажигательные корпоративы;   возможность участия в тестирование товаров: квадрокоптеры, дроны и др.;   обучение за счёт компании;  большие скидки на товары для сотрудников.  задачи:  сбор, аналитика, статистика данных по каждому из отделов; анализ показателей продаж на маркетплейсах; построение сквозной аналитики; сбор информация с целью рекомендаций, направленных на повышение эффективной работы компании; работа с большим объемом данных, создание дашбордов и отчетов для команды.  вы нам точно подойдете:   уверенно владеете excel, google analytics, sql и другими аналитическими инструментами;   умеете работать в режиме многозадачности и соблюдаете поставленные сроки;   внимательны к деталям;   имеете аналитическое и системное мышление;  опыт работы с power bi (будет преимуществом).  если наша вакансия вам интересна смело откликайтесь и до встречи на интервью!",100000,"2024-02-06 00:00:",москва,гоудрон,sql;анализ данных;управление базами данных;управление базами данных;информационная грамотность,"1-3",полный день,186
аналитик,"обязанности:  обновление существующих форм отчетности и создание новых отчетов; анализ, формализация и оптимизация существующих форм отчетности; написание sql-запросов различной сложности; визуальные отчетности excel через функции power query; взаимодействие с бизнес-заказчиками по вопросам, связанным с реализацией отчетности. автоматизация отчётов (sql, vba, power query, power pivot)  требования:  знание, опыт работы с sql. продвинутый уровень ms excel (надстройки power query, power pivot, сводные таблицы и сложные функции - практическое использование в опыте работы). законченное высшее образование (математическое, экономическое образование как преимущество); развитое аналитическое мышление, умение работать с большим объемом информации, анализировать полученную информацию, внимательность к деталям.  условия:  работа удаленная или из офиса в москве (м. семеновская) заработная плата зависит от опыта кандидата ",150000,"2024-02-12 00:00:",москва,socioteam сonsulting,"","1-3",удаленная работа,191
помощник аналитика по продажам кондитерских изделий,"холдинг &quot;объединённые кондитеры&quot; региональные кондитерские предприятия на базе дистрибьютора ооо &quot;тд сладкая планета&quot; приглашает на работу помощника аналитика обязанности:  проводить аналитическую работу с целью сбора, оценки и анализа получаемой информации, выработки практических рекомендаций для руководства; составлять необходимую отчётную документацию; производить математические расчёты, составлять презентацию отчетов по проектам; работать с программами: 1с, eхcel, word, 1с:грм  требования:  внимательность к деталям, аккуратность, ответственность; стремление обучаться  условия:  официальное оформление по тк рф, оплата отпусков и больничных листов; график работы: 5/2 с 09.00-18.00, суббота и воскресенье-выходные возможность профессионального и карьерного роста. ",57500,"2024-03-04 00:00:",санкт-петербург,реалъ тд,"","0",полный день,198
стажер-аналитик (модель данных цкр),"мы центр корпоративных решений – дивизион корпоративного блока сбербанка, отвечающий за все виды удаленного обслуживания юридических лиц. мы объединяем несколько контактных центров по всей стране, общей численностью более 5000 человек. мы команда модель данных цкр. участники команды строят упорядоченные витрины на целевых инструментах банка для последующего использованию их в системе отчётности дочерних компаний банка.   обязанности  создание витрин данных из различных автоматизированных систем участие в проекте миграции на целевую ас банка активное взаимодействие со смежными командами в части сбора требований для разрабатываемых решений проектирование функциональных требований разработка витрин данных.    требования    навыки создания аналитической и технической документации знание postgresql (вложенные запросы, оконные функции) знание bi инструментов (powerbi, qlik, apache superset, ssrs).    условия    обучение у лучших в своей сфере (у тебя будет персональный наставник) обучение в виртуальной школе сбербанка развитие навыков, получение практического опыта, расширение кругозора, знакомство с экспертами. ",50000,"2024-02-19 00:00:",санкт-петербург,сбер,"","0",полный день,257
